fold_month,crps,mae,brier_score,reliability_slope,simulated_pnl_usd,num_simulated_trades,edge_above_threshold_pct,real_price_pnl,real_price_trades,clim_price_pnl,clim_price_trades
2026-04-01,4.051802182462593,4.051802182462593,0.07933449476453075,1.00107362695358,193456.57742307702,463,0.9114173228346457,188139.7605,129,5316.816923076919,334
2026-05-01,3.809609787765862,3.809609787765862,0.08133801320352303,0.9145101881630949,213607.5495785415,355,0.8533653846153846,211589.16150000013,214,2018.388078541374,141
