max_exposure_usd,total_pnl,trades,win_rate,mean_edge,pnl_per_trade,sharpe_annualised,max_monthly_drawdown,edge_pct
25.0,33000.289363039956,12653,0.4459811902315656,0.3612524753459711,2.608100004982214,2.9711846945670706,0.0,0.9565315996371333
50.0,67116.82756191227,12653,0.449853789615111,0.3612524753459711,5.304420102893564,3.0152296795516382,0.0,0.9565315996371333
75.0,101211.25222056003,12653,0.449853789615111,0.3612524753459711,7.998992509330596,3.030263050229187,0.0,0.9565315996371333
100.0,135322.96618085876,12653,0.449853789615111,0.3612524753459711,10.694931334929167,3.0376430445212,0.0,0.9565315996371333
150.0,203534.25178193074,12653,0.449853789615111,0.3612524753459711,16.085849346552656,3.0452106589442094,0.0,0.9565315996371333
200.0,271760.5300696376,12653,0.449853789615111,0.3612524753459711,21.47795226978879,3.0491657124535507,0.0,0.9565315996371333
300.0,408189.91401073727,12653,0.449853789615111,0.3612524753459711,32.26032672178434,3.0529517209517425,0.0,0.9565315996371333
500.0,681090.6767961675,12653,0.449853789615111,0.3612524753459711,53.8283945938645,3.0562523317290187,0.0,0.9565315996371333
