min_edge_cents,total_pnl,trades,win_rate,mean_edge,pnl_per_trade,sharpe_annualised,max_monthly_drawdown,edge_pct
0.01,271746.40932188166,13081,0.44102132864459903,0.3502785015382311,20.77413113079135,3.049201482011179,0.0,0.9888872089507106
0.02,271747.5577071313,12957,0.44439299220498574,0.3534808518297532,20.973030617205474,3.049200891853275,0.0,0.9795131539159359
0.03,271753.601279618,12803,0.4470046082949309,0.3574318863439782,21.225775308882135,3.0489615231852873,0.0,0.9678711823404899
0.04,271760.5300696376,12653,0.449853789615111,0.3612524753459711,21.47795226978879,3.0491657124535507,0.0,0.9565315996371333
0.06,271806.4470273267,12337,0.4559455297073843,0.3692365740003634,22.031810572045607,3.0502884964109347,0.0,0.9326428787420623
0.08,271882.0321505331,12036,0.46095048188767035,0.37671678415017046,22.589068806126047,3.0512702355875785,0.0,0.9098881161173269
0.1,271969.21375325107,11742,0.46729688298415945,0.3838975621112422,23.162085994996684,3.0527784997554805,0.0,0.8876625340187481
0.15,271784.60509360145,10948,0.48328461819510415,0.40273004784565397,24.82504613569615,3.0513813061151547,0.0,0.827638342908981
0.2,270174.2169607108,10166,0.4948849104859335,0.4202651132481698,26.576255848978047,3.0324501808362077,0.0,0.7685213184154823
